grid_id,demand_score,supply_score,commercial_count,station_count,supply_demand_ratio,population_density,accessibility_score,transport_score,center_lat,center_lon,cluster,predicted_demand_score,demand,selected
GRID_020_040,1591.5,32.587030000000006,200,4,48.83844891663953,2400,27.8468185039858,42.567106077947926,37.49225,126.92680000000004,1,1588.243408203125,1588.243408203125,1
GRID_020_051,1081.5,43.30896,200,3,24.97173794983763,2400,40.020150050198176,93.10244173895188,37.49225,126.98840000000006,1,1081.47998046875,1081.47998046875,1
GRID_020_055,4131.5,188.96379,200,2,21.863977220185944,2400,35.062356063661454,52.50941706726021,37.49225,127.01080000000006,1,4130.703125,4130.703125,1
GRID_020_056,1825.5,188.96379,200,0,9.66058100337636,2400,33.126399827710685,52.680643594132626,37.49225,127.01640000000006,1,1842.0494384765625,1842.0494384765625,1
GRID_020_058,2495.5,188.96379,200,2,13.206233850411236,2400,28.56567771719031,57.889217642085725,37.49225,127.02760000000006,1,2500.478271484375,2500.478271484375,1
GRID_020_059,2749.5,188.96379,200,0,14.55040672077968,2400,25.983342415339393,80.17094828627422,37.49225,127.03320000000006,1,2636.2265625,2636.2265625,1
GRID_020_060,1112.5,188.96379,200,0,5.887371331830295,2400,23.22624406734684,33.96199912237121,37.49225,127.03880000000008,1,1096.8897705078125,1096.8897705078125,1
GRID_021_025,1111.5,129.23721,200,1,8.600464216149513,2400,0.0,29.18260103856619,37.49675,126.84280000000004,1,1108.5665283203125,1108.5665283203125,1
GRID_021_035,1103.5,130.19135,200,1,8.47598553974592,2400,15.571748804114064,34.41196673809345,37.49675,126.89880000000004,1,1104.8824462890625,1104.8824462890625,1
GRID_021_056,1593.5,188.96379,200,4,8.432832554850853,2400,36.302602878899336,81.31794944843384,37.49675,127.01640000000006,1,1678.0006103515625,1678.0006103515625,1
GRID_021_058,4838.0,188.96379,200,1,25.6027887670966,2400,31.529989046267065,94.6974271492293,37.49675,127.02760000000006,1,4834.716796875,4834.716796875,1
GRID_021_059,2746.0,188.96379,200,3,14.531884653668303,2400,28.83999999996567,55.1863754133016,37.49675,127.03320000000006,1,2638.7314453125,2638.7314453125,1
GRID_021_060,1867.0,188.96379,200,2,9.880199799125537,2400,25.9764253767316,87.81464950156823,37.49675,127.03880000000008,1,1866.5458984375,1866.5458984375,1
GRID_021_063,1459.0,244.96785,200,1,5.955883598602837,2400,16.528050220395755,67.77372572600433,37.49675,127.05560000000008,1,1461.2259521484375,1461.2259521484375,1
GRID_021_075,1240.0,252.56369,200,1,4.909652689980891,2400,0.0,76.23827053494857,37.49675,127.12280000000008,1,1243.1893310546875,1243.1893310546875,1
GRID_021_080,1342.0,172.63293000000002,200,0,7.773719648968478,2400,0.0,79.89611971625516,37.49675,127.15080000000007,1,1335.7435302734375,1335.7435302734375,1
GRID_022_026,1103.5,129.23721,200,0,8.538562539380106,2400,0.0,53.23348302274449,37.50125,126.84840000000004,1,1111.9234619140625,1111.9234619140625,1
GRID_022_041,1144.5,32.587030000000006,200,0,35.12133508331382,2400,36.31616845700139,44.182434135387645,37.50125,126.93240000000004,1,1138.750244140625,1138.750244140625,1
GRID_022_057,1374.0,188.96379,200,2,7.271234346008831,2400,37.040648033800906,62.02662678851008,37.50125,127.02200000000006,1,1386.1573486328125,1386.1573486328125,1
GRID_022_058,3090.5,188.96379,200,3,16.35498525934519,2400,34.43062910165831,46.912992388578424,37.50125,127.02760000000006,1,3091.6748046875,3091.6748046875,1
GRID_022_059,3011.0,188.96379,200,2,15.934269734958216,2400,31.626426157433613,55.23750508559183,37.50125,127.03320000000006,1,3173.002685546875,3173.002685546875,1
GRID_022_060,3120.0,433.93164,200,3,7.190072611437138,2400,28.650931330489144,36.85908719125741,37.50125,127.03880000000008,1,3116.987060546875,3116.987060546875,1
GRID_022_061,1640.5,244.96785,200,2,6.696797151136363,2400,25.524672541792143,46.94561290575096,37.50125,127.04440000000008,1,1622.8304443359375,1622.8304443359375,1
GRID_022_062,1880.0,244.96785,200,2,7.674476467013937,2400,22.265837625867363,43.144639354322194,37.50125,127.05000000000008,1,1883.8936767578125,1883.8936767578125,1
GRID_022_063,1168.0,244.96785,200,0,4.767972613549084,2400,18.890405006505148,45.54077362396629,37.50125,127.05560000000008,1,1177.9622802734375,1177.9622802734375,1
GRID_022_064,1324.5,244.96785,200,1,5.406831957744659,2400,15.412331867999058,29.43754273839587,37.50125,127.06120000000008,1,1326.78173828125,1326.78173828125,1
GRID_022_072,1336.0,252.56369,200,0,5.289754833721347,2400,0.0,57.08675293739582,37.50125,127.10600000000008,1,1258.9600830078125,1258.9600830078125,1
GRID_022_073,1165.0,252.56369,200,1,4.61269789018366,2400,0.0,23.86211851197544,37.50125,127.11160000000008,1,1112.21923828125,1112.21923828125,1
GRID_023_033,1771.0,130.19135,200,1,13.603054273575012,2400,12.867099210486188,66.94019073590555,37.50575,126.88760000000003,1,1761.68896484375,1761.68896484375,1
GRID_023_054,4109.5,87.41647,200,0,47.01059193993992,2400,46.750984985615474,47.61143906874213,37.50575,127.00520000000006,1,4110.60498046875,4110.60498046875,1
GRID_023_057,2135.5,188.96379,200,3,11.301106947526826,2400,39.99166724525891,69.78832422900894,37.50575,127.02200000000006,1,2123.373046875,2123.373046875,1
GRID_023_058,2368.5,188.96379,200,2,12.534147415227013,2400,37.25876634935928,81.49073102895824,37.50575,127.02760000000006,1,2237.905029296875,2237.905029296875,1
GRID_023_059,1112.0,244.96785,200,1,4.539371186872073,2400,34.333679865513474,52.88590159092792,37.50575,127.03320000000006,1,1093.8514404296875,1093.8514404296875,1
GRID_023_060,1173.0,244.96785,200,1,4.788383455216675,2400,31.240930779957697,62.35461229517144,37.50575,127.03880000000008,1,1179.583984375,1179.583984375,1
GRID_023_061,1986.5,244.96785,200,2,8.10922739453361,2400,28.002122253449144,65.77881387060253,37.50575,127.04440000000008,1,1998.2396240234375,1998.2396240234375,1
GRID_023_062,2940.5,244.96785,200,4,12.00361598470983,2400,24.636082904296885,51.95887871769124,37.50575,127.05000000000008,1,2940.876708984375,2940.876708984375,1
GRID_023_063,3625.0,244.96785,200,2,14.797860209002936,2400,21.159107057258936,86.71602893606538,37.50575,127.05560000000008,1,3623.597900390625,3623.597900390625,1
GRID_023_064,1591.5,244.96785,200,0,6.496770902793979,2400,17.585234332617787,35.870145306256646,37.50575,127.06120000000008,1,1594.2039794921875,1594.2039794921875,1
GRID_023_069,1316.0,252.56369,200,1,5.210566887108753,2400,0.0,50.016009774401425,37.50575,127.08920000000008,1,1259.8758544921875,1259.8758544921875,1
GRID_023_072,1430.5,252.56369,200,0,5.663917881465859,2400,0.0,32.95328897750604,37.50575,127.10600000000008,1,1435.537353515625,1435.537353515625,1
GRID_024_057,2580.5,244.96785,200,0,10.534035384643332,2400,42.86822250267609,77.3532341660394,37.51025,127.02200000000006,1,2578.71533203125,2578.71533203125,1
GRID_024_058,1229.5,244.96785,200,1,5.019025966060444,2400,40.00414680993121,89.2052584721526,37.51025,127.02760000000006,1,1233.424072265625,1233.424072265625,1
GRID_024_059,1386.0,244.96785,200,0,5.657885310256019,2400,36.951561478456384,65.24523928388822,37.51025,127.03320000000006,1,1389.0235595703125,1389.0235595703125,1
GRID_024_061,1617.0,244.96785,200,2,6.600866195298689,2400,30.38150820358662,75.66744338413481,37.51025,127.04440000000008,1,1606.822509765625,1606.822509765625,1
GRID_024_063,2065.0,244.96785,200,2,8.429677608714776,2400,23.32584268471707,63.10313695898736,37.51025,127.05560000000008,1,2072.584716796875,2072.584716796875,1
GRID_024_064,1939.5,244.96785,200,0,7.917365482858261,2400,19.655531615365604,69.03945074644021,37.51025,127.06120000000008,1,1939.5113525390625,1939.5113525390625,1
GRID_024_068,3321.5,252.56369,200,1,13.151138233686718,2400,4.282340187346762,48.51459559006974,37.51025,127.08360000000008,1,3319.92822265625,3319.92822265625,1
GRID_024_071,1255.5,252.56369,200,1,4.9710233486056525,2400,0.0,61.65695663865216,37.51025,127.10040000000008,1,1259.542236328125,1259.542236328125,1
GRID_024_073,1542.0,252.56369,200,0,6.105390683831076,2400,0.0,46.727111646551506,37.51025,127.11160000000008,1,1546.958984375,1546.958984375,1
GRID_025_034,1109.0,130.19135,200,4,8.518231049912302,2400,20.525314722262593,81.74042592161851,37.51475,126.89320000000004,1,1112.1717529296875,1112.1717529296875,1
GRID_025_035,1535.0,130.19135,200,1,11.7903378373448,2400,24.31347808231912,44.18361094241593,37.51475,126.89880000000004,1,1531.49853515625,1531.49853515625,1
GRID_025_037,1295.5,130.19135,200,3,9.950737894645076,2400,31.638314824779258,82.70617255442438,37.51475,126.91000000000004,1,1303.7908935546875,1303.7908935546875,1
GRID_025_042,1747.0,32.587030000000006,200,1,53.61028605552576,2400,47.674480413498955,66.41616223683644,37.51475,126.93800000000005,1,1748.2364501953125,1748.2364501953125,1
GRID_025_056,1531.5,244.96785,200,2,6.251840802782896,2400,48.447324026747374,45.74216059158016,37.51475,127.01640000000006,1,1535.0208740234375,1535.0208740234375,1
GRID_025_057,1545.5,244.96785,200,4,6.308991159452148,2400,45.65848732319164,75.54525168867268,37.51475,127.02200000000006,1,1548.2685546875,1548.2685546875,1
GRID_025_059,1705.0,244.96785,200,3,6.960097008648278,2400,39.46847432944662,57.0464856071293,37.51475,127.03320000000006,1,1700.6893310546875,1700.6893310546875,1
GRID_025_060,1418.0,244.96785,200,3,5.788514696928597,2400,36.126612740464736,73.4383381269036,37.51475,127.03880000000008,1,1425.8089599609375,1425.8089599609375,1
GRID_025_072,1984.5,252.56369,200,1,7.857424002634741,2400,0.0,48.42744207023459,37.51475,127.10600000000008,1,2000.8521728515625,2000.8521728515625,1
GRID_025_073,2025.0,425.19662000000005,200,0,4.7625025805708425,2400,0.0,49.26417939714286,37.51475,127.11160000000008,1,2021.8580322265625,2021.8580322265625,1
GRID_026_027,1336.5,118.39741,200,0,11.288253687306169,2400,0.0,24.7175201586374,37.51925,126.85400000000004,1,1339.1121826171875,1339.1121826171875,1
GRID_026_033,1269.0,130.19135,200,0,9.747191345661598,2400,18.3971667158839,33.66619543557722,37.51925,126.88760000000003,1,1273.3448486328125,1273.3448486328125,1
GRID_026_036,3723.0,130.19135,200,3,28.596369881716413,2400,30.030761044614877,82.28465962988223,37.51925,126.90440000000004,1,3721.888916015625,3721.888916015625,1
GRID_026_037,1426.0,130.19135,200,4,10.953108635865592,2400,33.75650975381811,61.71436296557478,37.51925,126.91000000000004,1,1431.7686767578125,1431.7686767578125,1
GRID_026_040,2271.0,32.587030000000006,200,3,69.69030316662794,2400,44.26346261206452,98.9786965087426,37.51925,126.92680000000004,1,2269.314697265625,2269.314697265625,1
GRID_026_041,2485.0,32.587030000000006,200,3,76.25733305551317,2400,47.4678155794278,99.1154818637419,37.51925,126.93240000000004,1,2485.10009765625,2485.10009765625,1
GRID_026_057,3200.0,244.96785,200,0,13.062938667257765,2400,48.34847533708494,62.88823974726988,37.51925,127.02200000000006,1,3197.048095703125,3197.048095703125,1
GRID_026_058,1890.0,244.96785,200,3,7.715298150349117,2400,45.197240945329376,93.34905461189348,37.51925,127.02760000000006,1,1892.4273681640625,1892.4273681640625,1
GRID_026_060,2089.5,244.96785,200,4,8.52969073288597,2400,38.39894806087675,71.60614006166767,37.51925,127.03880000000008,1,2086.34326171875,2086.34326171875,1
GRID_027_031,1285.5,248.58876,200,1,5.171191167291715,2400,11.81792472393765,50.95124433097387,37.52375,126.87640000000005,1,1273.3153076171875,1273.3153076171875,1
GRID_027_034,1528.0,130.19135,200,4,11.736570824405767,2400,24.02694161746936,33.34883383814918,37.52375,126.89320000000004,1,1472.90869140625,1472.90869140625,1
GRID_027_035,1420.5,130.19135,200,4,10.910863125699212,2400,27.999100005655563,83.31107341009695,37.52375,126.89880000000004,1,1424.361328125,1424.361328125,1
GRID_027_036,1159.5,130.19135,200,0,8.906121643258173,2400,31.908191388421884,93.274648067217,37.52375,126.90440000000004,1,1158.7772216796875,1158.7772216796875,1
GRID_027_040,2737.0,32.587030000000006,200,4,83.99047105550888,2400,46.639325341627,60.39244544564524,37.52375,126.92680000000004,1,2733.58447265625,2733.58447265625,1
GRID_027_057,1367.5,244.96785,200,4,5.582365196085935,2400,50.92169522076254,66.81307522458206,37.52375,127.02200000000006,1,1368.76171875,1368.76171875,1
GRID_027_058,2773.5,244.96785,200,4,11.321893873012316,2400,47.615437388441585,59.68071505257291,37.52375,127.02760000000006,1,2776.23095703125,2776.23095703125,1
GRID_027_059,1177.5,244.96785,200,2,4.806753212717505,2400,44.145317116602826,89.19922439423001,37.52375,127.03320000000006,1,1184.01220703125,1184.01220703125,1
GRID_027_060,2949.5,244.96785,200,1,12.040355499711492,2400,40.54001681797613,67.7121427649031,37.52375,127.03880000000008,1,2957.7412109375,2957.7412109375,1
GRID_027_061,1853.5,244.96785,200,4,7.566299006175709,2400,36.8226749536887,42.98490620182153,37.52375,127.04440000000008,1,1891.65283203125,1891.65283203125,1
GRID_027_062,1413.5,244.96785,200,0,5.770144939427766,2400,33.01194136259804,42.31056900871474,37.52375,127.05000000000008,1,1410.7237548828125,1410.7237548828125,1
GRID_028_031,1451.5,248.58876,200,1,5.8389606995907615,2400,13.150714453179702,38.42096422712646,37.52825,126.87640000000005,1,1454.67578125,1454.67578125,1
GRID_028_035,1721.5,130.19135,200,0,13.222844682077572,2400,29.63772601744887,54.68076709346409,37.52825,126.89880000000004,1,1720.6754150390625,1720.6754150390625,1
GRID_028_039,1693.0,32.587030000000006,200,0,51.95318505552668,2400,45.217214382650525,73.68066244101333,37.52825,126.92120000000004,1,1508.6287841796875,1508.6287841796875,1
GRID_028_047,2273.5,87.41647,200,3,26.007684821864803,2400,67.92945276426906,100.0,37.52825,126.96600000000004,1,2255.018798828125,2255.018798828125,1
GRID_028_059,1557.5,244.96785,200,2,6.357977179454365,2400,46.27416264026344,73.04312930596123,37.52825,127.03320000000006,1,1551.884033203125,1551.884033203125,1
GRID_028_060,2265.5,244.96785,200,3,9.248152359585143,2400,42.53514465339215,82.69022379450206,37.52825,127.03880000000008,1,2261.58740234375,2261.58740234375,1
GRID_028_077,1618.0,172.63293000000002,200,0,9.372487624464233,2400,0.0,59.35003546964432,37.52825,127.13400000000009,1,1610.50634765625,1610.50634765625,1
GRID_029_024,1403.0,116.86713,200,0,12.005086460153509,2400,0.0,59.73416035331721,37.53275,126.83720000000002,1,1390.4317626953125,1390.4317626953125,1
GRID_029_026,1657.5,116.86713,200,0,14.182773205776508,2400,0.0,41.337860615245646,37.53275,126.84840000000004,1,1663.0372314453125,1663.0372314453125,1
GRID_029_028,1249.5,118.39741,200,1,10.553440315966371,2400,1.5069626826721247,34.52754262099149,37.53275,126.85960000000004,1,1245.2369384765625,1245.2369384765625,1
GRID_029_029,1135.0,118.39741,200,0,9.58635835023756,2400,5.807337865454073,65.66396564689724,37.53275,126.86520000000004,1,1145.1739501953125,1145.1739501953125,1
GRID_029_048,1486.0,87.41647,200,3,16.99908495504337,2400,72.51883554141952,100.0,37.53275,126.97160000000004,1,1496.8599853515625,1496.8599853515625,1
GRID_029_052,2359.0,87.41647,200,4,26.98576137883399,2400,70.11957162286365,78.05112909937264,37.53275,126.99400000000006,1,2357.967041015625,2357.967041015625,1
GRID_029_054,1275.5,87.41647,200,6,14.59107191127713,2400,65.32295283617495,100.0,37.53275,127.00520000000006,1,1316.45751953125,1316.45751953125,1
GRID_029_067,1297.0,101.68479,200,0,12.75510329519292,2400,15.56659428869348,37.07977922519148,37.53275,127.07800000000007,1,1300.6649169921875,1300.6649169921875,1
GRID_030_034,1236.0,130.19135,200,0,9.493718284663306,2400,28.237714640659433,35.024493198950275,37.53725,126.89320000000004,1,1233.4879150390625,1233.4879150390625,1
GRID_030_046,1335.0,87.41647,200,5,15.271721678992527,2400,72.69054376229757,86.38840046786959,37.53725,126.96040000000004,1,1341.707275390625,1341.707275390625,1
GRID_030_053,1181.0,87.41647,200,4,13.51003992725856,2400,70.91119803082877,77.19490949224956,37.53725,126.99960000000006,1,1203.5936279296875,1203.5936279296875,1
GRID_030_063,1386.5,244.96785,200,3,5.6599263944227785,2400,33.65630097734402,50.99780128766999,37.53725,127.05560000000008,1,1388.1043701171875,1388.1043701171875,1
GRID_030_065,1272.5,101.68479,200,4,12.514162639269845,2400,25.205337088731355,55.64941930352791,37.53725,127.06680000000009,1,1283.51611328125,1283.51611328125,1
GRID_030_066,1081.5,101.68479,200,3,10.635808954318536,2400,20.93780675941818,52.21180753146148,37.53725,127.07240000000009,1,1075.55908203125,1075.55908203125,1
GRID_030_068,1651.0,101.68479,200,1,16.236449915469166,2400,12.339117047506178,42.27999818978689,37.53725,127.08360000000008,1,1646.210205078125,1646.210205078125,1
GRID_030_070,2502.0,101.68479,200,0,24.60544984161348,2400,3.6745433438681943,60.08881306566952,37.53725,127.09480000000008,1,2506.444580078125,2506.444580078125,1
GRID_030_075,1839.5,172.63293000000002,200,1,10.655556851175495,2400,0.0,62.258057255758224,37.53725,127.12280000000008,1,1843.607421875,1843.607421875,1
GRID_030_076,1956.5,172.63293000000002,200,1,11.333295449483478,2400,0.0,65.38366233370066,37.53725,127.12840000000008,1,1955.380859375,1955.380859375,1
GRID_030_077,1280.5,172.63293000000002,200,1,7.417472437037359,2400,0.0,48.782359237299104,37.53725,127.13400000000009,1,1293.4747314453125,1293.4747314453125,1
GRID_030_078,1936.5,172.63293000000002,200,1,11.21744269763596,2400,0.0,21.99750639856215,37.53725,127.13960000000009,1,1936.4312744140625,1936.4312744140625,1
GRID_031_024,1151.5,116.86713,200,1,9.85306989227852,2400,0.0,70.31374931753862,37.54175,126.83720000000002,1,1158.4302978515625,1158.4302978515625,1
GRID_031_025,1297.5,116.86713,200,1,11.102351876015096,2400,0.0,52.23740820542037,37.54175,126.84280000000004,1,1325.78125,1325.78125,1
GRID_031_043,1210.5,32.587030000000006,200,4,37.14668074997935,2400,66.09733933748505,60.87015472684347,37.54175,126.94360000000005,1,1221.8597412109375,1221.8597412109375,1
GRID_031_044,2410.5,32.587030000000006,200,6,73.97114741662556,2400,69.62103359232756,100.0,37.54175,126.94920000000003,1,2410.785400390625,2410.785400390625,1
GRID_031_048,1324.0,87.41647,200,7,15.145887268154388,2400,79.54873109072295,100.0,37.54175,126.97160000000004,1,1324.050537109375,1324.050537109375,1
GRID_031_063,2108.5,244.96785,200,1,8.607251931222812,2400,34.83891959145572,90.16008364849894,37.54175,127.05560000000008,1,2102.248779296875,2102.248779296875,1
GRID_031_065,1985.0,101.68479,200,1,19.52111028601229,2400,26.252311222586,51.635805217234434,37.54175,127.06680000000009,1,1986.8267822265625,1986.8267822265625,1
GRID_031_066,1305.0,101.68479,200,3,12.833777795086167,2400,21.92753110083484,52.679587675271414,37.54175,127.07240000000009,1,1303.4371337890625,1303.4371337890625,1
GRID_032_038,1430.5,161.70832,200,1,8.846174395974185,2400,47.51717995385292,64.21610992502698,37.54625,126.91560000000004,1,1430.322265625,1430.322265625,1
GRID_032_039,1438.5,161.70832,200,4,8.895646185675544,2400,51.758590402057045,69.46696577320235,37.54625,126.92120000000004,1,1434.6961669921875,1434.6961669921875,1
GRID_032_043,1269.5,65.44063,200,6,19.399263118341008,2400,68.06584273857146,99.68369802524478,37.54625,126.94360000000005,1,1275.7689208984375,1275.7689208984375,1
GRID_032_045,1675.0,70.84313,200,6,23.643788748464388,2400,75.36438350682606,74.04655284302618,37.54625,126.95480000000003,1,1676.9981689453125,1676.9981689453125,1
GRID_032_061,1870.0,164.75208,200,1,11.35038780693998,2400,44.46465629882796,72.04312993506383,37.54625,127.04440000000008,1,1928.568603515625,1928.568603515625,1
GRID_032_062,1730.0,164.75208,200,0,10.500626152944472,2400,40.16522750099206,42.978436371442754,37.54625,127.05000000000008,1,1732.8427734375,1732.8427734375,1
GRID_032_063,2031.0,164.75208,200,1,12.32761370903481,2400,35.84108479713218,68.39559526022208,37.54625,127.05560000000008,1,2014.0433349609375,2014.0433349609375,1
